NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;VOTLI_NUM_VOTI_VAL
PAESI BASSI;V : ITALIA INSULARE;PARTITO ANIMALISTA;2
PAESI BASSI;V : ITALIA INSULARE;PARTITO PIRATA;2
PAESI BASSI;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
PAESI BASSI;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
PAESI BASSI;V : ITALIA INSULARE;FORZA NUOVA;0
PAESI BASSI;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
POLONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;47
POLONIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;46
POLONIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;26
POLONIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;21
POLONIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;14
POLONIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;13
POLONIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;12
POLONIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;9
POLONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;3
POLONIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
POLONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;1
POLONIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;1
POLONIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
POLONIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
POLONIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
POLONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;0
POLONIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;49
POLONIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;26
POLONIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;20
POLONIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;14
POLONIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;11
POLONIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;6
POLONIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;5
POLONIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;4
POLONIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;4
POLONIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;2
POLONIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;1
POLONIA;II : ITALIA NORD-ORIENTALE;SVP;1
POLONIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
POLONIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;0
POLONIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
POLONIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
POLONIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
POLONIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;33
POLONIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;25
POLONIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;18
POLONIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17
POLONIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;10
POLONIA;III : ITALIA CENTRALE;FORZA ITALIA;9
POLONIA;III : ITALIA CENTRALE;EUROPA VERDE;8
POLONIA;III : ITALIA CENTRALE;LA SINISTRA;6
POLONIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;1
POLONIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;1
POLONIA;III : ITALIA CENTRALE;FORZA NUOVA;0
POLONIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
POLONIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
POLONIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
POLONIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
POLONIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;29
POLONIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;26
POLONIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;15
POLONIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13
POLONIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;5
POLONIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;5
POLONIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;4
POLONIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;3
POLONIA;IV : ITALIA MERIDIONALE;LA SINISTRA;2
POLONIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;1
POLONIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
POLONIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
POLONIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
POLONIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
POLONIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
POLONIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;14
POLONIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;14
POLONIA;V : ITALIA INSULARE;LA SINISTRA;8
POLONIA;V : ITALIA INSULARE;EUROPA VERDE;6
POLONIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;5
POLONIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;4
POLONIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3
POLONIA;V : ITALIA INSULARE;PARTITO PIRATA;3
POLONIA;V : ITALIA INSULARE;PARTITO COMUNISTA;2
POLONIA;V : ITALIA INSULARE;FORZA ITALIA;1
POLONIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
POLONIA;V : ITALIA INSULARE;FORZA NUOVA;0
POLONIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
POLONIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
POLONIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;199
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;176
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;94
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;63
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;51
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;40
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;35
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;18
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;10
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;4
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;3
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;3
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;3
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;1
PORTOGALLO;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
PORTOGALLO;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;100
PORTOGALLO;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;97
PORTOGALLO;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;37
PORTOGALLO;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;37
PORTOGALLO;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;30
PORTOGALLO;II : ITALIA NORD-ORIENTALE;LA SINISTRA;25
PORTOGALLO;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;18
PORTOGALLO;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;15
PORTOGALLO;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;3
PORTOGALLO;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;2
PORTOGALLO;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
PORTOGALLO;II : ITALIA NORD-ORIENTALE;SVP;2
PORTOGALLO;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
PORTOGALLO;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;1
PORTOGALLO;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
PORTOGALLO;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
PORTOGALLO;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
PORTOGALLO;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;221
PORTOGALLO;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;116
PORTOGALLO;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;71
PORTOGALLO;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;41
PORTOGALLO;III : ITALIA CENTRALE;FRATELLI D'ITALIA;40
PORTOGALLO;III : ITALIA CENTRALE;EUROPA VERDE;31
PORTOGALLO;III : ITALIA CENTRALE;LA SINISTRA;24
PORTOGALLO;III : ITALIA CENTRALE;FORZA ITALIA;22
PORTOGALLO;III : ITALIA CENTRALE;PARTITO COMUNISTA;5
PORTOGALLO;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5
PORTOGALLO;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;3
PORTOGALLO;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;2
PORTOGALLO;III : ITALIA CENTRALE;FORZA NUOVA;1
PORTOGALLO;III : ITALIA CENTRALE;PARTITO ANIMALISTA;1
PORTOGALLO;III : ITALIA CENTRALE;PARTITO PIRATA;1
PORTOGALLO;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;69
PORTOGALLO;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;61
PORTOGALLO;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;33
PORTOGALLO;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;22
PORTOGALLO;IV : ITALIA MERIDIONALE;FORZA ITALIA;18
PORTOGALLO;IV : ITALIA MERIDIONALE;LA SINISTRA;18
PORTOGALLO;IV : ITALIA MERIDIONALE;EUROPA VERDE;8
PORTOGALLO;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;5
PORTOGALLO;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;3
PORTOGALLO;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;1
PORTOGALLO;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;1
PORTOGALLO;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;1
PORTOGALLO;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
PORTOGALLO;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
PORTOGALLO;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
PORTOGALLO;V : ITALIA INSULARE;PARTITO DEMOCRATICO;33
PORTOGALLO;V : ITALIA INSULARE;LEGA SALVINI PREMIER;21
PORTOGALLO;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;20
PORTOGALLO;V : ITALIA INSULARE;LA SINISTRA;12
PORTOGALLO;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6
PORTOGALLO;V : ITALIA INSULARE;FORZA ITALIA;5
PORTOGALLO;V : ITALIA INSULARE;EUROPA VERDE;3
PORTOGALLO;V : ITALIA INSULARE;FRATELLI D'ITALIA;2
PORTOGALLO;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;1
PORTOGALLO;V : ITALIA INSULARE;FORZA NUOVA;1
PORTOGALLO;V : ITALIA INSULARE;PARTITO ANIMALISTA;1
PORTOGALLO;V : ITALIA INSULARE;PARTITO COMUNISTA;0
PORTOGALLO;V : ITALIA INSULARE;PARTITO PIRATA;0
PORTOGALLO;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
PORTOGALLO;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;1981
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;494
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;455
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;440
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;374
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;317
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;137
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;68
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;49
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;24
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;21
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;19
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;16
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;15
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;7
REGNO UNITO;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;5
REGNO UNITO;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;1608
REGNO UNITO;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;401
REGNO UNITO;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;374
REGNO UNITO;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;344
REGNO UNITO;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;297
REGNO UNITO;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;231
REGNO UNITO;II : ITALIA NORD-ORIENTALE;LA SINISTRA;126
REGNO UNITO;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;84
REGNO UNITO;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;24
REGNO UNITO;II : ITALIA NORD-ORIENTALE;SVP;23
REGNO UNITO;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;17
REGNO UNITO;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;15
REGNO UNITO;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;15
REGNO UNITO;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;14
REGNO UNITO;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;10
REGNO UNITO;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;9
REGNO UNITO;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;6
REGNO UNITO;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;1494
REGNO UNITO;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;476
REGNO UNITO;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;415
REGNO UNITO;III : ITALIA CENTRALE;EUROPA VERDE;367
REGNO UNITO;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;347
REGNO UNITO;III : ITALIA CENTRALE;FORZA ITALIA;197
REGNO UNITO;III : ITALIA CENTRALE;LA SINISTRA;140
REGNO UNITO;III : ITALIA CENTRALE;FRATELLI D'ITALIA;108
REGNO UNITO;III : ITALIA CENTRALE;PARTITO COMUNISTA;43
REGNO UNITO;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;27
REGNO UNITO;III : ITALIA CENTRALE;PARTITO ANIMALISTA;15
REGNO UNITO;III : ITALIA CENTRALE;PARTITO PIRATA;15
REGNO UNITO;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;15
REGNO UNITO;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;13
REGNO UNITO;III : ITALIA CENTRALE;FORZA NUOVA;6
REGNO UNITO;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;804
REGNO UNITO;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;674
REGNO UNITO;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;462
REGNO UNITO;IV : ITALIA MERIDIONALE;EUROPA VERDE;274
REGNO UNITO;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;237
REGNO UNITO;IV : ITALIA MERIDIONALE;FORZA ITALIA;183
REGNO UNITO;IV : ITALIA MERIDIONALE;LA SINISTRA;109
REGNO UNITO;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;83
REGNO UNITO;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;38
REGNO UNITO;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;21
REGNO UNITO;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;18
REGNO UNITO;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;17
REGNO UNITO;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;16
REGNO UNITO;IV : ITALIA MERIDIONALE;PARTITO PIRATA;12
REGNO UNITO;IV : ITALIA MERIDIONALE;FORZA NUOVA;3
REGNO UNITO;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;517
REGNO UNITO;V : ITALIA INSULARE;PARTITO DEMOCRATICO;446
REGNO UNITO;V : ITALIA INSULARE;LEGA SALVINI PREMIER;280
REGNO UNITO;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;156
REGNO UNITO;V : ITALIA INSULARE;EUROPA VERDE;151
REGNO UNITO;V : ITALIA INSULARE;FORZA ITALIA;131
REGNO UNITO;V : ITALIA INSULARE;LA SINISTRA;63
REGNO UNITO;V : ITALIA INSULARE;FRATELLI D'ITALIA;36
REGNO UNITO;V : ITALIA INSULARE;PARTITO COMUNISTA;14
REGNO UNITO;V : ITALIA INSULARE;PARTITO PIRATA;12
REGNO UNITO;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;12
REGNO UNITO;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;11
REGNO UNITO;V : ITALIA INSULARE;PARTITO ANIMALISTA;10
REGNO UNITO;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;6
REGNO UNITO;V : ITALIA INSULARE;FORZA NUOVA;1
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;74
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;61
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;38
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;31
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;15
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;11
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;11
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;8
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;6
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;5
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;4
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;1
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
REPUBBLICA CECA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;51
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;50
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;24
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;23
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;19
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;12
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;10
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;9
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;6
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;2
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;2
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;SVP;2
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;1
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
REPUBBLICA CECA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
REPUBBLICA CECA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;65
REPUBBLICA CECA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;55
REPUBBLICA CECA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;43
REPUBBLICA CECA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;36
REPUBBLICA CECA;III : ITALIA CENTRALE;EUROPA VERDE;15
REPUBBLICA CECA;III : ITALIA CENTRALE;LA SINISTRA;12
REPUBBLICA CECA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;10
REPUBBLICA CECA;III : ITALIA CENTRALE;FORZA ITALIA;7
REPUBBLICA CECA;III : ITALIA CENTRALE;PARTITO COMUNISTA;6
REPUBBLICA CECA;III : ITALIA CENTRALE;PARTITO PIRATA;4
REPUBBLICA CECA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4
REPUBBLICA CECA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;1
REPUBBLICA CECA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;0
REPUBBLICA CECA;III : ITALIA CENTRALE;FORZA NUOVA;0
REPUBBLICA CECA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;43
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;39
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;20
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;14
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;EUROPA VERDE;10
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;LA SINISTRA;10
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;FORZA ITALIA;6
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;6
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;3
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;2
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
REPUBBLICA CECA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
REPUBBLICA CECA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;24
REPUBBLICA CECA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;22
REPUBBLICA CECA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;9
REPUBBLICA CECA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5
REPUBBLICA CECA;V : ITALIA INSULARE;EUROPA VERDE;4
REPUBBLICA CECA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;2
REPUBBLICA CECA;V : ITALIA INSULARE;LA SINISTRA;2
REPUBBLICA CECA;V : ITALIA INSULARE;FRATELLI D'ITALIA;1
REPUBBLICA CECA;V : ITALIA INSULARE;PARTITO COMUNISTA;1
REPUBBLICA CECA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
REPUBBLICA CECA;V : ITALIA INSULARE;FORZA ITALIA;0
REPUBBLICA CECA;V : ITALIA INSULARE;FORZA NUOVA;0
REPUBBLICA CECA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
REPUBBLICA CECA;V : ITALIA INSULARE;PARTITO PIRATA;0
