"Territorio"	"Tipo di indicatore demografico"	"Sesso"	"Età"	"Stato civile"	"Seleziona periodo"	"Value"	"Flags"
"Alimena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1047	
"Alimena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1955	
"Aliminusa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	608	
"Aliminusa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	584	
"Aliminusa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1192	
"Allai"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	185	
"Allai"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	178	
"Allai"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	363	
"Alleghe"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	574	
"Alleghe"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	620	
"Alleghe"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1194	
"Allein"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	112	
"Allein"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	107	
"Allein"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	219	
"Allerona"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	859	
"Allerona"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	910	
"Allerona"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1769	
"Alliste"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3190	
"Alliste"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3512	
"Alliste"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6702	
"Allumiere"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2015	
"Allumiere"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2044	
"Allumiere"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4059	
"Alluvioni Cambiò"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	435	
"Alluvioni Cambiò"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	472	
"Alluvioni Cambiò"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	907	
"Almè"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2718	
"Almè"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2886	
"Almè"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5604	
"Almenno San Bartolomeo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3107	
"Almenno San Bartolomeo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3140	
"Almenno San Bartolomeo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6247	
"Almenno San Salvatore"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2771	
"Almenno San Salvatore"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2906	
"Almenno San Salvatore"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5677	
"Almese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3122	
"Almese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3287	
"Almese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6409	
"Alonte"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	816	
"Alonte"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	794	
"Alonte"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1610	
"Alpette"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	127	
"Alpette"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	244	
"Alpignano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	8258	
"Alpignano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8421	
"Alpignano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16679	
"Alseno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2390	
"Alseno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4695	
"Alserio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	620	
"Alserio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	637	
"Altamura"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	34595	
"Altamura"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	35919	
"Altamura"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	70514	
"Altare"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1015	
"Altare"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2034	
"Altavilla Irpina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2045	
"Altavilla Irpina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2113	
"Altavilla Irpina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4158	
"Altavilla Milicia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4168	
"Altavilla Milicia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8340	
"Altavilla Monferrato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	236	
"Altavilla Monferrato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	211	
"Altavilla Silentina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3457	
"Altavilla Silentina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3626	
"Altavilla Silentina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7083	
"Altavilla Vicentina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5978	
"Altavilla Vicentina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12013	
"Altidona"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1762	
"Altidona"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3452	
"Altilia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	371	
"Altilia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	327	
"Altino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1519	
"Altino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1585	
"Altino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3104	
"Altissimo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1147	
"Altissimo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2227	
"Altivole"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3438	
"Altivole"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3521	
"Altivole"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6959	
"Alto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	62	
"Alto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	130	
"Altofonte"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5019	
"Altofonte"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5199	
"Altomonte"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2163	
"Altomonte"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2219	
"Altomonte"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4382	
"Altopascio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7658	
"Altopascio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	15572	
"Alviano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	692	
"Alviano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	759	
"Alviano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1451	
"Alvignano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2411	
"Alvignano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4742	
"Alvito"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1304	
"Alvito"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1346	
"Alzano Lombardo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6666	
"Alzano Lombardo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6971	
"Alzano Lombardo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	13637	
"Alzano Scrivia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	189	
"Alzano Scrivia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	370	
"Alzate Brianza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2486	
"Alzate Brianza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2499	
"Alzate Brianza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4985	
"Amalfi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2647	
"Amalfi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5102	
"Amandola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1743	
"Amandola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1826	
"Amandola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3569	
"Amantea"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6792	
"Amantea"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	13975	
"Amaro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	422	
"Amaro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	435	
"Amaro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	857	
"Amaroni"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	887	
"Amaroni"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	923	
"Amaroni"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1810	
"Amaseno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2151	
"Amaseno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2162	
"Amaseno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4313	
"Amato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	406	
"Amato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	418	
"Amato"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	824	
"Amatrice"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1322	
"Amatrice"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1178	
"Amatrice"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2500	
"Ambivere"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1199	
"Ambivere"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1149	
"Ambivere"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2348	
"Ameglia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2115	
"Ameglia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2251	
"Ameglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4366	
"Amelia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5753	
"Amelia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6075	
"Amelia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11828	
"Amendolara"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1461	
"Amendolara"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1441	
"Amendolara"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2902	
"Ameno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	499	
"Ameno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	435	
"Ameno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	934	
"Amorosi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1360	
"Amorosi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1389	
"Amorosi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2749	
"Ampezzo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	501	
"Ampezzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	482	
"Ampezzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	983	
"Anacapri"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3412	
"Anacapri"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3550	
"Anacapri"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6962	
"Anagni"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	10544	
"Anagni"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	10860	
"Anagni"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	21404	
"Ancarano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	929	
"Ancarano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	961	
"Ancarano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1890	
"Andali"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	358	
"Andali"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	365	
"Andali"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	723	
"Andalo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	552	
"Andalo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	550	
"Andalo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1102	
"Andalo Valtellino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	293	
"Andalo Valtellino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	287	
"Andalo Valtellino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	580	
"Andezeno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1004	
"Andezeno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1023	
"Andezeno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2027	
"Andora"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3611	
"Andora"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3917	
"Andora"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7528	
"Andorno Micca"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1558	
"Andorno Micca"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1660	
"Andorno Micca"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3218	
"Andrano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2261	
"Andrano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2489	
"Andrano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4750	
"Andrate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	265	
"Andrate"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	229	
"Andrate"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	494	
"Andreis"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	127	
"Andreis"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	121	
"Andreis"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	248	
"Andretta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	895	
"Andretta"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	958	
"Andretta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1853	
"Andriano/Andrian"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	521	
"Andriano/Andrian"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	503	
"Andriano/Andrian"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1024	
"Anela"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	322	
"Anela"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	308	
"Anfo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	259	
"Anfo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	232	
"Anfo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	491	
"Angera"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2640	
"Angera"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2906	
"Angera"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5546	
"Anghiari"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5536	
"Angiari"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2292	
"Angri"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	34126	
"Anguillara Sabazia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9577	
"Anguillara Sabazia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	9849	
"Anguillara Sabazia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	19426	
"Anguillara Veneta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2110	
"Annicco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1040	
"Anoia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1150	
"Anzano di Puglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1225	
"Anzi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	794	
"Anzi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	854	
"Anzi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1648	
"Anzio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	27101	
"Anzio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	27609	
"Anzio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	54710	
"Anzola dell'Emilia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6025	
"Anzola dell'Emilia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6285	
"Anzola dell'Emilia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12310	
"Anzola d'Ossola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	212	
"Anzola d'Ossola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	202	
"Anzola d'Ossola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	414	
"Apecchio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	892	
"Apecchio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	927	
"Apecchio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1819	
"Apice"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2761	
"Apice"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2817	
"Apice"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5578	
"Apiro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1062	
"Apiro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1172	
"Apiro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2234	
"Apollosa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1305	
"Apollosa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1362	
"Apollosa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2667	
"Appiano Gentile"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3711	
"Appiano Gentile"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4039	
"Appiano Gentile"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7750	
"Appiano sulla strada del vino/Eppan an der Weinstraße"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7363	
"Appiano sulla strada del vino/Eppan an der Weinstraße"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	7578	
"Appiano sulla strada del vino/Eppan an der Weinstraße"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	14941	
"Appignano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2026	
"Appignano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2169	
"Appignano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4195	
"Appignano del Tronto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	872	
"Appignano del Tronto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	895	
"Appignano del Tronto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1767	
"Aprica"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	769	
"Aprica"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	811	
"Aprica"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1580	
"Apricale"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	301	
"Apricale"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	618	
"Apricena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6487	
"Apricena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6687	
"Aprigliano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1388	
"Aprigliano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1433	
"Aprigliano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2821	
"Aprilia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	36682	
